,BenefitsScreening,BenefitsAccess,AgencyProvidedSupport,AccessIncome,AccessEmployment,AccessFinancialCoach,BundledServices
641,Yes,Yes,Yes,Yes,No,No,1
642,Yes,Yes,Yes,Yes,Yes,Yes,3
643,Yes,Yes,Yes,Yes,Yes,Yes,3
644,Yes,No,No,Yes,Yes,Yes,3
645,No,No,No,No,Yes,Yes,2
646,No,No,No,No,Yes,Yes,2
647,No,No,Yes,Yes,No,No,1
648,No,No,No,No,No,Yes,1
649,Yes,No,Yes,Yes,Yes,Yes,3
650,Yes,No,Yes,Yes,No,Yes,2
651,Yes,Yes,Yes,Yes,No,Yes,2
652,Yes,No,Yes,Yes,Yes,Yes,3
653,Yes,No,Yes,Yes,No,Yes,2
654,No,No,Yes,Yes,No,No,1
655,No,Yes,Yes,Yes,No,No,1
656,No,Yes,Yes,Yes,No,Yes,2
657,No,No,Yes,Yes,No,Yes,2
658,No,No,Yes,Yes,No,No,1
659,Yes,No,Yes,Yes,No,Yes,2
660,No,No,Yes,Yes,No,No,1
661,No,No,Yes,Yes,No,No,1
662,No,Yes,Yes,Yes,No,No,1
663,No,Yes,Yes,Yes,No,No,1
664,No,Yes,Yes,Yes,No,No,1
665,No,Yes,Yes,Yes,No,No,1
666,No,Yes,Yes,Yes,No,No,1
667,No,No,No,No,No,Yes,1
668,Yes,No,Yes,Yes,Yes,Yes,3
669,No,No,Yes,Yes,No,No,1
670,No,No,Yes,Yes,No,No,1
671,No,No,Yes,Yes,No,Yes,2
672,Yes,No,Yes,Yes,No,Yes,2
673,No,No,Yes,Yes,No,No,1
674,Yes,No,Yes,Yes,Yes,Yes,3
675,Yes,Yes,Yes,Yes,No,Yes,2
676,No,No,No,No,Yes,Yes,2
677,No,Yes,Yes,Yes,No,No,1
678,No,Yes,Yes,Yes,No,No,1
679,No,No,Yes,Yes,No,Yes,2
680,Yes,Yes,Yes,Yes,No,Yes,2
681,No,No,Yes,Yes,No,No,1
682,No,No,Yes,Yes,No,Yes,2
683,No,No,No,No,No,No,0
684,No,No,Yes,Yes,No,No,1
685,No,No,Yes,Yes,No,No,1
686,No,No,Yes,Yes,Yes,Yes,3
687,No,No,Yes,Yes,No,Yes,2
688,Yes,Yes,Yes,Yes,No,Yes,2
689,Yes,No,Yes,Yes,Yes,Yes,3
690,No,Yes,Yes,Yes,No,No,1
691,Yes,No,Yes,Yes,No,Yes,2
692,Yes,No,Yes,Yes,No,Yes,2
693,Yes,Yes,Yes,Yes,Yes,Yes,3
694,No,No,Yes,Yes,No,Yes,2
695,No,Yes,Yes,Yes,No,No,1
696,No,No,Yes,Yes,No,No,1
697,No,No,Yes,Yes,No,No,1
698,No,No,Yes,Yes,No,No,1
699,No,Yes,Yes,Yes,No,No,1
700,No,Yes,Yes,Yes,No,No,1
701,Yes,Yes,Yes,Yes,Yes,Yes,3
702,No,No,Yes,Yes,Yes,Yes,3
703,Yes,No,Yes,Yes,Yes,Yes,3
704,No,No,Yes,Yes,No,No,1
705,Yes,Yes,Yes,Yes,No,No,1
706,No,No,No,No,Yes,No,1
707,Yes,Yes,Yes,Yes,No,Yes,2
708,No,No,Yes,Yes,No,Yes,2
709,No,Yes,Yes,Yes,No,No,1
710,No,No,Yes,Yes,No,Yes,2
711,No,No,Yes,Yes,No,Yes,2
712,Yes,No,Yes,Yes,Yes,Yes,3
713,Yes,Yes,Yes,Yes,No,Yes,2
714,No,No,Yes,Yes,No,Yes,2
715,No,No,Yes,Yes,No,Yes,2
716,No,No,Yes,Yes,No,Yes,2
717,No,No,Yes,Yes,No,Yes,2
718,No,No,No,No,Yes,Yes,2
719,No,No,No,No,No,Yes,1
720,No,No,No,No,No,Yes,1
721,No,No,No,No,Yes,Yes,2
722,No,,,No,No,Yes,1
723,Yes,Yes,Yes,Yes,No,Yes,2
724,No,No,No,No,Yes,Yes,2
725,Yes,Yes,Yes,Yes,No,Yes,2
726,No,No,No,No,No,Yes,1
727,No,No,No,No,No,Yes,1
728,No,No,No,No,Yes,No,1
729,Yes,Yes,No,Yes,No,Yes,2
730,Yes,Yes,No,Yes,No,Yes,2
731,No,No,No,No,Yes,Yes,2
732,No,No,No,No,Yes,No,1
733,Yes,No,No,Yes,No,Yes,2
734,No,No,No,No,Yes,No,1
735,Yes,Yes,No,Yes,No,Yes,2
736,No,No,No,No,Yes,Yes,2
737,No,Yes,No,Yes,No,No,1
738,Yes,No,No,Yes,Yes,Yes,3
739,No,No,No,No,No,Yes,1
740,No,No,No,No,No,No,0
741,No,No,No,No,No,Yes,1
742,No,No,No,No,No,Yes,1
743,No,No,No,No,No,Yes,1
744,No,Yes,No,Yes,No,Yes,2
745,No,No,No,No,Yes,No,1
746,No,Yes,No,Yes,Yes,Yes,3
747,No,No,No,No,Yes,Yes,2
748,No,No,No,No,Yes,Yes,2
749,No,Yes,No,Yes,Yes,Yes,3
750,Yes,No,No,Yes,No,Yes,2
751,No,No,No,No,Yes,No,1
752,No,No,No,No,No,Yes,1
753,No,No,No,No,Yes,Yes,2
754,No,No,No,No,No,Yes,1
755,No,No,No,No,Yes,Yes,2
756,No,No,No,No,Yes,Yes,2
757,No,No,No,No,No,Yes,1
758,Yes,No,No,Yes,No,Yes,2
759,No,No,No,No,No,Yes,1
760,No,No,No,No,No,No,0
761,Yes,Yes,No,Yes,Yes,Yes,3
762,No,No,No,No,Yes,Yes,2
763,No,No,No,No,Yes,Yes,2
764,No,No,No,No,No,Yes,1
765,No,Yes,No,Yes,Yes,Yes,3
766,No,No,No,No,Yes,No,1
767,No,No,No,No,Yes,Yes,2
768,No,No,No,No,Yes,No,1
769,No,No,No,No,Yes,Yes,2
770,Yes,No,No,Yes,Yes,Yes,3
771,No,No,No,No,Yes,Yes,2
772,No,No,No,No,Yes,Yes,2
773,No,No,No,No,No,Yes,1
774,Yes,No,No,Yes,Yes,Yes,3
775,No,No,No,No,No,Yes,1
776,Yes,,,Yes,Yes,Yes,3
777,No,No,No,No,Yes,No,1
778,No,,,No,No,Yes,1
779,Yes,No,No,Yes,No,Yes,2
780,,,,No,No,No,0
781,No,Yes,Yes,Yes,No,Yes,2
782,No,No,No,No,Yes,No,1
783,No,Yes,No,Yes,Yes,No,2
784,Yes,No,No,Yes,No,Yes,2
785,Yes,No,Yes,Yes,No,Yes,2
786,Yes,No,Yes,Yes,No,Yes,2
787,Yes,No,Yes,Yes,No,Yes,2
788,Yes,No,Yes,Yes,No,Yes,2
789,Yes,Yes,Yes,Yes,No,Yes,2
790,Yes,No,No,Yes,No,Yes,2
791,Yes,,,Yes,Yes,Yes,3
792,No,No,Yes,Yes,Yes,,2
793,Yes,No,No,Yes,Yes,Yes,3
794,No,No,No,No,No,Yes,1
795,No,No,No,No,Yes,Yes,2
796,No,No,No,No,Yes,No,1
797,Yes,No,No,Yes,Yes,Yes,3
798,Yes,Yes,No,Yes,Yes,Yes,3
799,Yes,No,No,Yes,No,Yes,2
800,No,No,No,No,Yes,Yes,2
801,No,No,Yes,Yes,No,Yes,2
802,No,No,Yes,Yes,No,Yes,2
803,Yes,Yes,Yes,Yes,No,Yes,2
804,No,No,No,No,Yes,Yes,2
805,No,Yes,Yes,Yes,No,No,1
806,No,No,No,No,Yes,No,1
807,No,No,Yes,Yes,No,No,1
808,No,No,Yes,Yes,Yes,No,2
809,No,No,Yes,Yes,Yes,No,2
810,No,No,Yes,Yes,Yes,Yes,3
811,No,No,Yes,Yes,No,No,1
812,No,No,No,No,No,Yes,1
813,No,No,No,No,Yes,Yes,2
814,No,No,Yes,Yes,Yes,No,2
815,Yes,Yes,Yes,Yes,No,Yes,2
816,No,No,Yes,Yes,No,No,1
817,No,Yes,Yes,Yes,No,No,1
818,Yes,Yes,Yes,Yes,No,Yes,2
819,Yes,No,Yes,Yes,Yes,Yes,3
820,No,No,No,No,Yes,Yes,2
821,Yes,Yes,Yes,Yes,No,Yes,2
822,Yes,Yes,No,Yes,No,Yes,2
823,Yes,No,No,Yes,No,Yes,2
824,No,Yes,No,Yes,No,Yes,2
825,No,Yes,No,Yes,Yes,Yes,3
826,Yes,No,No,Yes,No,Yes,2
827,No,No,No,No,Yes,Yes,2
828,No,No,No,No,Yes,Yes,2
829,No,No,No,No,Yes,Yes,2
830,No,Yes,Yes,Yes,Yes,Yes,3
831,No,No,Yes,Yes,Yes,Yes,3
832,Yes,Yes,No,Yes,No,Yes,2
833,No,No,Yes,Yes,No,No,1
834,No,No,Yes,Yes,No,No,1
835,No,No,Yes,Yes,No,No,1
836,No,No,Yes,Yes,No,No,1
837,No,No,Yes,Yes,No,No,1
838,No,No,Yes,Yes,Yes,Yes,3
839,No,No,No,No,Yes,,1
840,No,No,No,No,Yes,No,1
841,Yes,No,Yes,Yes,Yes,,2
842,No,No,No,No,Yes,,1
843,Yes,No,Yes,Yes,Yes,,2
844,No,No,Yes,Yes,Yes,,2
845,No,No,Yes,Yes,Yes,,2
846,Yes,No,Yes,Yes,No,Yes,2
847,No,No,No,No,Yes,No,1
848,Yes,Yes,No,Yes,Yes,,2
849,No,No,Yes,Yes,Yes,,2
850,Yes,No,,Yes,No,Yes,2
851,Yes,,,Yes,No,Yes,2
852,Yes,No,Yes,Yes,Yes,,2
853,No,No,No,No,Yes,,1
854,No,Yes,No,Yes,No,,1
855,No,No,Yes,Yes,Yes,,2
856,Yes,Yes,Yes,Yes,Yes,,2
857,Yes,No,Yes,Yes,No,,1
858,Yes,No,No,Yes,Yes,,2
859,Yes,No,Yes,Yes,Yes,,2
860,No,No,No,No,Yes,,1
861,Yes,,,Yes,No,Yes,2
862,Yes,No,Yes,Yes,Yes,,2
863,No,No,No,No,No,,0
864,Yes,Yes,No,Yes,Yes,,2
865,No,No,No,No,No,,0
866,Yes,No,No,Yes,No,,1
867,No,No,Yes,Yes,No,,1
868,No,No,No,No,No,,0
869,Yes,No,Yes,Yes,Yes,,2
870,No,No,No,No,Yes,,1
871,Yes,No,Yes,Yes,Yes,,2
872,Yes,No,No,Yes,Yes,,2
873,Yes,Yes,No,Yes,Yes,No,2
874,Yes,No,No,Yes,Yes,,2
875,Yes,,,Yes,No,Yes,2
876,No,No,No,No,No,,0
877,No,No,No,No,Yes,,1
878,No,No,,No,No,Yes,1
879,Yes,Yes,No,Yes,Yes,,2
880,Yes,,,Yes,Yes,Yes,3
881,Yes,No,Yes,Yes,Yes,,2
882,Yes,No,,Yes,No,Yes,2
883,No,No,Yes,Yes,Yes,,2
884,No,No,Yes,Yes,No,,1
885,Yes,Yes,Yes,Yes,No,,1
886,No,No,Yes,Yes,Yes,,2
887,Yes,No,Yes,Yes,Yes,,2
888,No,,,No,Yes,Yes,2
889,No,No,Yes,Yes,Yes,,2
890,Yes,No,Yes,Yes,Yes,,2
891,Yes,Yes,Yes,Yes,No,,1
892,No,No,Yes,Yes,Yes,,2
893,No,No,Yes,Yes,Yes,,2
894,No,No,No,No,No,,0
895,No,No,Yes,Yes,Yes,,2
896,No,No,Yes,Yes,Yes,,2
897,No,No,Yes,Yes,Yes,,2
898,No,No,No,No,Yes,,1
899,Yes,Yes,Yes,Yes,No,,1
900,No,No,Yes,Yes,No,,1
901,No,No,Yes,Yes,No,,1
902,Yes,Yes,Yes,Yes,Yes,Yes,3
903,No,No,Yes,Yes,Yes,,2
904,No,No,No,No,Yes,Yes,2
905,No,Yes,No,Yes,No,,1
906,No,No,Yes,Yes,Yes,,2
907,No,No,Yes,Yes,No,,1
908,No,No,No,No,No,Yes,1
909,No,Yes,No,Yes,No,,1
910,No,No,No,No,Yes,Yes,2
911,Yes,,,Yes,No,Yes,2
912,,,,No,No,Yes,1
913,No,No,No,No,No,Yes,1
914,No,No,No,No,Yes,Yes,2
915,No,No,Yes,Yes,Yes,Yes,3
916,No,No,Yes,Yes,No,No,1
917,,,,No,No,Yes,1
918,,,,No,No,No,0
919,No,No,Yes,Yes,Yes,Yes,3
920,Yes,No,No,Yes,No,Yes,2
921,No,No,No,No,No,Yes,1
922,No,Yes,No,Yes,No,Yes,2
923,No,No,Yes,Yes,Yes,Yes,3
924,No,No,No,No,Yes,Yes,2
925,Yes,No,Yes,Yes,No,Yes,2
926,No,No,Yes,Yes,Yes,Yes,3
927,No,No,Yes,Yes,Yes,Yes,3
928,No,No,Yes,Yes,Yes,Yes,3
929,No,No,No,No,No,No,0
930,Yes,Yes,No,Yes,No,Yes,2
931,No,No,Yes,Yes,No,Yes,2
932,No,No,Yes,Yes,No,Yes,2
933,No,No,Yes,Yes,No,Yes,2
934,No,No,Yes,Yes,No,No,1
935,No,No,Yes,Yes,Yes,Yes,3
936,No,No,Yes,Yes,Yes,Yes,3
937,Yes,No,Yes,Yes,Yes,Yes,3
938,Yes,Yes,Yes,Yes,No,Yes,2
939,No,No,Yes,Yes,No,Yes,2
940,No,Yes,Yes,Yes,No,Yes,2
941,Yes,,,Yes,No,Yes,2
942,No,No,No,No,Yes,Yes,2
943,No,Yes,Yes,Yes,No,No,1
944,No,Yes,Yes,Yes,No,Yes,2
945,Yes,Yes,Yes,Yes,Yes,Yes,3
946,Yes,Yes,Yes,Yes,Yes,Yes,3
947,No,No,Yes,Yes,No,No,1
948,Yes,Yes,Yes,Yes,No,Yes,2
949,No,Yes,Yes,Yes,No,No,1
950,Yes,No,Yes,Yes,Yes,Yes,3
951,Yes,No,Yes,Yes,No,No,1
952,No,No,Yes,Yes,No,Yes,2
953,No,,,No,No,Yes,1
954,No,No,Yes,Yes,No,Yes,2
955,No,No,No,No,Yes,Yes,2
956,No,No,Yes,Yes,Yes,Yes,3
957,Yes,,,Yes,No,Yes,2
958,Yes,No,Yes,Yes,No,Yes,2
959,No,No,Yes,Yes,No,Yes,2
960,Yes,No,Yes,Yes,Yes,Yes,3
961,Yes,,,Yes,No,Yes,2
962,Yes,Yes,Yes,Yes,Yes,Yes,3
963,No,No,Yes,Yes,Yes,Yes,3
964,Yes,Yes,Yes,Yes,No,Yes,2
965,No,No,Yes,Yes,No,Yes,2
966,No,No,Yes,Yes,No,Yes,2
967,Yes,Yes,Yes,Yes,No,Yes,2
968,Yes,No,Yes,Yes,No,Yes,2
969,No,No,No,No,Yes,Yes,2
970,No,No,No,No,Yes,Yes,2
971,No,No,No,No,Yes,No,1
972,Yes,,,Yes,Yes,Yes,3
973,No,No,Yes,Yes,No,Yes,2
974,No,Yes,Yes,Yes,No,Yes,2
975,No,Yes,Yes,Yes,Yes,Yes,3
976,No,No,Yes,Yes,Yes,Yes,3
977,No,No,Yes,Yes,Yes,Yes,3
978,No,No,Yes,Yes,No,Yes,2
979,Yes,No,Yes,Yes,No,Yes,2
980,Yes,,,Yes,No,Yes,2
981,,,,No,Yes,Yes,2
982,No,,,No,Yes,Yes,2
983,No,,,No,No,Yes,1
984,,,,No,No,Yes,1
985,No,,,No,No,No,0
986,No,,,No,Yes,Yes,2
987,No,,,No,No,No,0
988,No,,,No,No,Yes,1
989,,,,No,No,No,0
990,,,,No,No,Yes,1
991,Yes,,,Yes,No,No,1
992,No,,,No,No,Yes,1
993,No,,,No,No,Yes,1
994,Yes,,,Yes,No,Yes,2
995,No,,,No,No,Yes,1
996,No,,,No,No,No,0
997,No,,,No,No,No,0
998,No,,,No,No,Yes,1
999,No,,,No,No,No,0
1000,No,,,No,No,No,0
1001,No,,,No,No,No,0
1002,No,,,No,Yes,No,1
1003,,,,No,No,Yes,1
1004,No,,,No,No,No,0
1005,No,,,No,No,No,0
1006,Yes,,,Yes,No,Yes,2
1007,,,,No,No,Yes,1
1008,No,,,No,No,No,0
1009,,,,No,No,Yes,1
1010,,,,No,No,Yes,1
1011,,,,No,No,Yes,1
1012,No,,,No,No,No,0
1013,,,,No,No,Yes,1
1014,,,,No,Yes,Yes,2
1015,,,,No,No,Yes,1
1016,,,,No,No,Yes,1
1017,,,,No,Yes,Yes,2
1018,,,,No,No,Yes,1
1019,,,,No,Yes,Yes,2
1020,,,,No,No,Yes,1
1021,No,,,No,No,No,0
1022,,,,No,Yes,Yes,2
1023,,,,No,No,Yes,1
1024,,,,No,No,Yes,1
1025,No,,,No,No,No,0
1026,Yes,,,Yes,No,Yes,2
1027,No,,,No,No,No,0
1028,,,,No,Yes,Yes,2
1029,,,,No,No,Yes,1
1030,,,,No,Yes,Yes,2
1031,,,,No,No,Yes,1
1032,,,,No,No,Yes,1
1033,Yes,,,Yes,No,Yes,2
1034,,,,No,No,Yes,1
1035,,,,No,No,Yes,1
1036,,,,No,No,Yes,1
1037,,,,No,No,Yes,1
1038,,,,No,No,Yes,1
1039,,,,No,No,Yes,1
1040,Yes,,,Yes,No,Yes,2
1041,Yes,No,,Yes,Yes,Yes,3
1042,Yes,,,Yes,Yes,No,2
1043,Yes,,,Yes,Yes,Yes,3
1044,Yes,,,Yes,Yes,Yes,3
1045,,,,No,No,Yes,1
1046,,,,No,No,Yes,1
1047,,,,No,No,Yes,1
1048,Yes,No,,Yes,Yes,No,2
1049,Yes,,,Yes,No,Yes,2
1050,Yes,,,Yes,No,Yes,2
1051,Yes,,,Yes,No,Yes,2
1052,Yes,,,Yes,No,Yes,2
1053,Yes,,,Yes,No,Yes,2
1054,Yes,,,Yes,No,Yes,2
1055,Yes,,,Yes,No,Yes,2
1056,Yes,,,Yes,No,Yes,2
1057,Yes,,,Yes,No,Yes,2
1058,Yes,,,Yes,No,Yes,2
1059,Yes,,,Yes,No,Yes,2
1060,Yes,,,Yes,No,Yes,2
1061,Yes,,,Yes,No,Yes,2
1062,Yes,,,Yes,No,Yes,2
1063,Yes,,,Yes,No,Yes,2
1064,Yes,,,Yes,No,Yes,2
1065,Yes,,,Yes,No,Yes,2
1066,Yes,,,Yes,No,Yes,2
1067,Yes,,,Yes,No,Yes,2
1068,No,,,No,No,Yes,1
1069,Yes,,,Yes,No,Yes,2
1070,Yes,,,Yes,No,Yes,2
1071,No,,,No,No,Yes,1
1072,Yes,,,Yes,Yes,Yes,3
1073,Yes,,,Yes,Yes,Yes,3
1074,Yes,,,Yes,No,Yes,2
1075,Yes,,,Yes,Yes,Yes,3
1076,Yes,,,Yes,Yes,Yes,3
1077,Yes,,,Yes,Yes,Yes,3
1078,Yes,,,Yes,Yes,No,2
1079,Yes,,,Yes,No,Yes,2
1080,Yes,,,Yes,No,Yes,2
1081,Yes,No,,Yes,No,Yes,2
1082,Yes,No,,Yes,No,Yes,2
1083,Yes,No,,Yes,Yes,Yes,3
1084,No,No,,No,No,Yes,1
1085,No,No,,No,No,Yes,1
1086,Yes,No,,Yes,Yes,Yes,3
1087,Yes,No,,Yes,No,Yes,2
1088,Yes,No,,Yes,No,Yes,2
1089,Yes,,,Yes,No,Yes,2
1090,Yes,No,,Yes,No,Yes,2
1091,No,,,No,No,Yes,1
1092,Yes,,,Yes,No,Yes,2
1093,Yes,,,Yes,No,Yes,2
1094,Yes,,,Yes,Yes,Yes,3
1095,Yes,No,,Yes,No,Yes,2
1096,Yes,,,Yes,No,Yes,2
1097,No,No,,No,No,Yes,1
1098,No,No,,No,No,Yes,1
1099,No,,,No,No,Yes,1
1100,No,,,No,No,Yes,1
1101,No,,,No,No,Yes,1
1102,No,,,No,No,Yes,1
1103,Yes,,,Yes,No,Yes,2
1104,Yes,,,Yes,No,Yes,2
1105,Yes,,,Yes,No,Yes,2
1106,No,,,No,No,Yes,1
1107,Yes,,,Yes,No,Yes,2
1108,Yes,No,,Yes,Yes,Yes,3
1109,No,,,No,No,Yes,1
1110,Yes,,,Yes,No,Yes,2
1111,No,,,No,No,Yes,1
1112,Yes,,,Yes,No,Yes,2
1113,No,,,No,No,Yes,1
1114,No,,,No,No,Yes,1
1115,No,,,No,No,Yes,1
1116,Yes,No,,Yes,Yes,Yes,3
1117,Yes,No,,Yes,Yes,Yes,3
1118,Yes,No,,Yes,No,Yes,2
1119,Yes,No,,Yes,No,Yes,2
1120,Yes,No,,Yes,No,Yes,2
1121,Yes,No,,Yes,No,Yes,2
1122,No,No,,No,No,Yes,1
1123,Yes,No,,Yes,Yes,Yes,3
1124,No,,,No,No,Yes,1
1125,No,,,No,No,Yes,1
1126,No,No,,No,Yes,Yes,2
1127,No,No,,No,Yes,Yes,2
1128,No,No,,No,No,Yes,1
1129,No,No,,No,No,Yes,1
1130,No,No,,No,No,Yes,1
1131,No,No,,No,No,Yes,1
1132,No,No,,No,No,Yes,1
1133,No,No,,No,No,Yes,1
1134,No,No,,No,No,Yes,1
1135,Yes,No,,Yes,No,Yes,2
1136,Yes,No,,Yes,No,Yes,2
1137,Yes,No,,Yes,Yes,Yes,3
1138,Yes,,,Yes,Yes,Yes,3
1139,Yes,No,,Yes,Yes,Yes,3
1140,No,No,,No,No,Yes,1
1141,No,No,,No,No,Yes,1
1142,Yes,No,,Yes,Yes,Yes,3
1143,No,No,,No,No,Yes,1
1144,No,No,,No,No,Yes,1
1145,No,,,No,No,Yes,1
1146,Yes,No,,Yes,No,Yes,2
1147,No,No,,No,Yes,Yes,2
1148,Yes,No,,Yes,Yes,Yes,3
1149,Yes,No,,Yes,No,Yes,2
1150,No,No,,No,No,Yes,1
1151,No,No,,No,No,Yes,1
1152,Yes,No,,Yes,No,Yes,2
1153,Yes,No,,Yes,No,Yes,2
1154,Yes,No,,Yes,Yes,Yes,3
1155,No,No,,No,No,Yes,1
1156,Yes,No,,Yes,Yes,Yes,3
1157,Yes,No,,Yes,Yes,Yes,3
1158,Yes,No,,Yes,Yes,Yes,3
1159,Yes,No,,Yes,No,Yes,2
1160,No,No,,No,No,Yes,1
1161,No,No,,No,Yes,Yes,2
1162,No,No,,No,No,Yes,1
1163,Yes,No,,Yes,Yes,Yes,3
1164,No,,,No,Yes,Yes,2
1165,No,No,,No,No,Yes,1
1166,Yes,No,,Yes,Yes,Yes,3
1167,No,No,,No,No,Yes,1
1168,Yes,No,,Yes,Yes,Yes,3
1169,No,No,,No,No,Yes,1
1170,Yes,No,,Yes,No,Yes,2
1171,Yes,No,,Yes,Yes,Yes,3
1172,No,,,No,No,Yes,1
1173,Yes,No,,Yes,No,Yes,2
1174,,No,,No,No,Yes,1
1175,Yes,No,,Yes,No,No,1
1176,Yes,No,,Yes,No,Yes,2
1177,Yes,,,Yes,No,Yes,2
1178,Yes,,,Yes,No,Yes,2
1179,Yes,,,Yes,No,Yes,2
1180,Yes,,,Yes,No,Yes,2
1181,No,,,No,No,Yes,1
1182,Yes,,,Yes,No,Yes,2
1183,No,,,No,No,Yes,1
1184,Yes,,,Yes,Yes,Yes,3
1185,Yes,,,Yes,Yes,Yes,3
1186,Yes,,,Yes,Yes,Yes,3
1187,Yes,,,Yes,Yes,Yes,3
1188,No,,,No,Yes,Yes,2
1189,No,,,No,No,Yes,1
1190,No,,,No,Yes,Yes,2
1191,No,,,No,Yes,Yes,2
1192,No,,,No,Yes,Yes,2
1193,No,,,No,Yes,Yes,2
1194,Yes,,,Yes,No,Yes,2
1195,Yes,,,Yes,Yes,Yes,3
1196,Yes,,,Yes,No,Yes,2
1197,Yes,,,Yes,No,Yes,2
1198,Yes,,,Yes,No,No,1
1199,Yes,,,Yes,No,Yes,2
1200,No,,,No,No,Yes,1
1201,No,,,No,No,Yes,1
1202,Yes,,,Yes,No,Yes,2
1203,Yes,,,Yes,No,Yes,2
1204,Yes,,,Yes,No,Yes,2
1205,No,,,No,Yes,Yes,2
1206,Yes,,,Yes,No,Yes,2
1207,Yes,,,Yes,No,Yes,2
1208,Yes,,,Yes,No,Yes,2
1209,,,,No,No,Yes,1
1210,Yes,,,Yes,No,Yes,2
1211,Yes,,,Yes,Yes,Yes,3
1212,Yes,,,Yes,No,Yes,2
1213,No,,,No,No,Yes,1
1214,No,,,No,No,Yes,1
1215,Yes,,,Yes,No,Yes,2
1216,Yes,,,Yes,No,Yes,2
1217,Yes,,,Yes,No,No,1
1218,Yes,,,Yes,Yes,No,2
1219,Yes,,,Yes,No,Yes,2
1220,Yes,,,Yes,No,No,1
1221,Yes,,,Yes,No,No,1
1222,Yes,,,Yes,No,Yes,2
1223,Yes,,,Yes,No,No,1
1224,Yes,,,Yes,No,Yes,2
1225,No,,,No,No,Yes,1
1226,Yes,,,Yes,No,Yes,2
1227,Yes,,,Yes,No,Yes,2
1228,No,,,No,Yes,Yes,2
1229,Yes,,,Yes,No,Yes,2
1230,No,,,No,No,Yes,1
1231,Yes,,,Yes,No,Yes,2
1232,Yes,,,Yes,No,No,1
1233,Yes,,,Yes,No,Yes,2
1234,Yes,,,Yes,No,No,1
1235,Yes,,,Yes,No,No,1
1236,Yes,Yes,Yes,Yes,Yes,Yes,3
1237,Yes,Yes,Yes,Yes,Yes,Yes,3
1238,Yes,Yes,Yes,Yes,Yes,Yes,3
1239,Yes,No,Yes,Yes,Yes,Yes,3
1240,Yes,Yes,Yes,Yes,Yes,Yes,3
1241,No,No,Yes,Yes,Yes,Yes,3
1242,No,No,Yes,Yes,No,Yes,2
1243,No,Yes,Yes,Yes,Yes,Yes,3
1244,No,No,Yes,Yes,Yes,Yes,3
1245,No,Yes,Yes,Yes,Yes,Yes,3
1246,Yes,Yes,Yes,Yes,Yes,Yes,3
1247,No,Yes,Yes,Yes,Yes,Yes,3
1248,No,No,Yes,Yes,Yes,Yes,3
1249,Yes,Yes,Yes,Yes,Yes,Yes,3
1250,Yes,No,Yes,Yes,Yes,Yes,3
1251,Yes,Yes,Yes,Yes,Yes,Yes,3
1252,Yes,Yes,Yes,Yes,Yes,Yes,3
1253,Yes,Yes,Yes,Yes,Yes,Yes,3
1254,Yes,No,Yes,Yes,Yes,Yes,3
1255,Yes,Yes,Yes,Yes,Yes,Yes,3
1256,Yes,Yes,Yes,Yes,Yes,Yes,3
1257,Yes,Yes,Yes,Yes,No,Yes,2
1258,Yes,No,Yes,Yes,Yes,Yes,3
1259,No,No,Yes,Yes,Yes,Yes,3
1260,Yes,Yes,Yes,Yes,Yes,Yes,3
1261,Yes,No,Yes,Yes,Yes,Yes,3
1262,Yes,Yes,Yes,Yes,Yes,Yes,3
1263,Yes,No,Yes,Yes,Yes,Yes,3
1264,Yes,No,Yes,Yes,Yes,Yes,3
1265,No,Yes,Yes,Yes,Yes,Yes,3
1266,No,Yes,Yes,Yes,Yes,Yes,3
1267,No,Yes,Yes,Yes,Yes,Yes,3
1268,Yes,No,Yes,Yes,Yes,Yes,3
1269,Yes,Yes,Yes,Yes,Yes,Yes,3
1270,No,No,Yes,Yes,Yes,Yes,3
1271,Yes,Yes,Yes,Yes,Yes,Yes,3
1272,Yes,No,Yes,Yes,Yes,Yes,3
1273,No,No,Yes,Yes,Yes,Yes,3
1274,No,No,Yes,Yes,Yes,Yes,3
1275,Yes,No,Yes,Yes,Yes,Yes,3
1276,No,Yes,Yes,Yes,Yes,Yes,3
1277,No,Yes,Yes,Yes,Yes,Yes,3
1278,No,No,Yes,Yes,Yes,Yes,3
1279,No,Yes,Yes,Yes,Yes,Yes,3
1280,Yes,Yes,Yes,Yes,Yes,Yes,3
1281,Yes,Yes,Yes,Yes,Yes,Yes,3
1282,Yes,Yes,Yes,Yes,Yes,Yes,3
1283,Yes,No,Yes,Yes,Yes,Yes,3
1284,Yes,No,Yes,Yes,Yes,Yes,3
1285,Yes,No,Yes,Yes,Yes,Yes,3
1286,No,Yes,Yes,Yes,Yes,No,2
1287,Yes,No,Yes,Yes,Yes,Yes,3
1288,Yes,Yes,Yes,Yes,Yes,Yes,3
1289,Yes,Yes,No,Yes,No,Yes,2
1290,Yes,No,Yes,Yes,Yes,Yes,3
1291,Yes,Yes,Yes,Yes,Yes,Yes,3
1292,Yes,No,Yes,Yes,Yes,Yes,3
1293,Yes,Yes,Yes,Yes,Yes,Yes,3
1294,Yes,Yes,Yes,Yes,Yes,Yes,3
1295,Yes,No,Yes,Yes,Yes,Yes,3
1296,Yes,No,Yes,Yes,Yes,Yes,3
